attrelid,attname,atttypid,attstattarget,attlen,attnum,attndims,attcacheoff,atttypmod,attbyval,attalign,attstorage,attcompression,attnotnull,atthasdef,atthasmissing,attidentity,attgenerated,attisdropped,attislocal,attinhcount,attcollation,attacl,attoptions,attfdwoptions,attmissingval
3596,classoid,26,-1,4,2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3596,objsubid,23,-1,4,3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3596,provider,25,-1,-1,4,0,-1,-1,f,i,x,,t,f,f,,,f,t,0,950,,,,
3596,label,25,-1,-1,5,0,-1,-1,f,i,x,,t,f,f,,,f,t,0,950,,,,
3596,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3596,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3596,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3596,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3596,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3596,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3592,objoid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3592,classoid,26,-1,4,2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3592,provider,25,-1,-1,3,0,-1,-1,f,i,x,,t,f,f,,,f,t,0,950,,,,
3592,label,25,-1,-1,4,0,-1,-1,f,i,x,,t,f,f,,,f,t,0,950,,,,
3592,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3592,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3592,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3592,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3592,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3592,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,oid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,collname,19,-1,64,2,0,-1,-1,f,c,p,,t,f,f,,,f,t,0,950,,,,
3456,collnamespace,26,-1,4,3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,collowner,26,-1,4,4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,collprovider,18,-1,1,5,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
3456,collisdeterministic,16,-1,1,6,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
3456,collencoding,23,-1,4,7,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,collcollate,19,-1,64,8,0,-1,-1,f,c,p,,t,f,f,,,f,t,0,950,,,,
3456,collctype,19,-1,64,9,0,-1,-1,f,c,p,,t,f,f,,,f,t,0,950,,,,
3456,collversion,25,-1,-1,10,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
3456,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3456,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3456,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3350,partrelid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3350,partstrat,18,-1,1,2,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
3350,partnatts,21,-1,2,3,0,-1,-1,t,s,p,,t,f,f,,,f,t,0,0,,,,
3350,partdefid,26,-1,4,4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3350,partattrs,22,-1,-1,5,1,-1,-1,f,i,p,,t,f,f,,,f,t,0,0,,,,
3350,partclass,30,-1,-1,6,1,-1,-1,f,i,p,,t,f,f,,,f,t,0,0,,,,
3350,partcollation,30,-1,-1,7,1,-1,-1,f,i,p,,t,f,f,,,f,t,0,0,,,,
3350,partexprs,194,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
3350,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3350,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3350,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3350,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3350,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3350,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,rngtypid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,rngsubtype,26,-1,4,2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,rngmultitypid,26,-1,4,3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,rngcollation,26,-1,4,4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,rngsubopc,26,-1,4,5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,rngcanonical,24,-1,4,6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,rngsubdiff,24,-1,4,7,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3541,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3541,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,oid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,trftype,26,-1,4,2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,trflang,26,-1,4,3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,trffromsql,24,-1,4,4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,trftosql,24,-1,4,5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3576,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3576,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2224,seqrelid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2224,seqtypid,26,-1,4,2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2224,seqstart,20,-1,8,3,0,-1,-1,t,d,p,,t,f,f,,,f,t,0,0,,,,
2224,seqincrement,20,-1,8,4,0,-1,-1,t,d,p,,t,f,f,,,f,t,0,0,,,,
2224,seqmax,20,-1,8,5,0,-1,-1,t,d,p,,t,f,f,,,f,t,0,0,,,,
2224,seqmin,20,-1,8,6,0,-1,-1,t,d,p,,t,f,f,,,f,t,0,0,,,,
2224,seqcache,20,-1,8,7,0,-1,-1,t,d,p,,t,f,f,,,f,t,0,0,,,,
2224,seqcycle,16,-1,1,8,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
2224,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2224,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2224,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2224,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2224,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2224,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6104,oid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6104,pubname,19,-1,64,2,0,-1,-1,f,c,p,,t,f,f,,,f,t,0,950,,,,
6104,pubowner,26,-1,4,3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6104,puballtables,16,-1,1,4,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
6104,pubinsert,16,-1,1,5,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
6104,pubupdate,16,-1,1,6,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
6104,pubdelete,16,-1,1,7,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
6104,pubtruncate,16,-1,1,8,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
6104,pubviaroot,16,-1,1,9,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
6104,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
6104,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6104,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6104,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6104,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6104,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,oid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,prpubid,26,-1,4,2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,prrelid,26,-1,4,3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
6106,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6106,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6100,subconninfo,25,-1,-1,8,0,-1,-1,f,i,x,,t,f,f,,,f,t,0,950,,,,
6100,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
6100,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6100,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6100,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6100,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6100,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6102,srsubid,26,-1,4,1,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6102,srrelid,26,-1,4,2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6102,srsubstate,18,-1,1,3,0,-1,-1,t,c,p,,t,f,f,,,f,t,0,0,,,,
6102,srsublsn,3220,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
6102,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
6102,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6102,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6102,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6102,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
6102,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2836,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2836,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2836,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
2836,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2836,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2836,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2836,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2836,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2836,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2837,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2837,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4171,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4171,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4171,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
4171,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
4171,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4171,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4171,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4171,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4171,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4172,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4172,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2830,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2830,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2830,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
2830,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2830,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2830,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2830,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2830,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2830,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2831,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2831,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2832,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2832,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2832,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
2832,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2832,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2832,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2832,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2832,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2832,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2833,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2833,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4157,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4157,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4157,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
4157,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
4157,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4157,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4157,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4157,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4157,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4158,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4158,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4159,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4159,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4159,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
4159,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
4159,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4159,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4159,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4159,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4159,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4160,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4160,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2840,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2840,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2840,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
2840,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2840,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2840,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2840,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2840,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2840,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2841,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2841,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3439,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3439,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3439,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
3439,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3439,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3439,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3439,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3439,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3439,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3440,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3440,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3430,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3430,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3430,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
3430,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
3430,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3430,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3430,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3430,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3430,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
3431,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
3431,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2838,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2838,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2838,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
2838,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2838,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2838,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2838,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2838,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2838,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2839,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2839,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2336,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2336,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2336,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
2336,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2336,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2336,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2336,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2336,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2336,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
2337,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2337,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4145,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4145,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4145,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
4145,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
4145,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4145,cmin,29,0,4,-3,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4145,xmax,28,0,4,-4,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4145,cmax,29,0,4,-5,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4145,tableoid,26,0,4,-6,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
4146,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
4146,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2834,chunk_id,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2834,chunk_seq,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
2834,chunk_data,17,-1,-1,3,0,-1,-1,f,i,p,,f,f,f,,,f,t,0,0,,,,
2834,ctid,27,0,6,-1,0,-1,-1,f,s,p,,t,f,f,,,f,t,0,0,,,,
2834,xmin,28,0,4,-2,0,-1,-1,t,i,p,,t,f,f,,,f,t,0,0,,,,
